tweet_id,created_at,date,hour,weekday,account_name,client_clean,hashtags,text_clean,favorite_count,retweet_count,view_count,sentiment,sentiment_score,sentiment_negative,sentiment_neutral,sentiment_positive
2011080270150348837,2026-01-13 19:47:55,2026-01-13,19,Tuesday,FrenchForces,Twitter for iPhone,,📍Estonia | It's freezing ? We keep going 🥶 ❄️ Cold weather operational training of two sections of the 🇫🇷 contribution of the @Natobgest ✅ Transmitting expertise for extreme weather combat 🎯Combat-ready | NATO-focused https://t.co/HfQJL2GWmu,87,21,5355,Neutral,-0.20162800699472427,0.25607389211654663,0.689480185508728,0.05444588512182236
2010812072754626923,2026-01-13 02:02:11,2026-01-13,2,Tuesday,FrenchForces,Twitter for iPhone,,"📍Poland | Upheld effort for the benefit of @DefenceU 🤝 💪 Demanding and concrete training of 🇺🇦 soldiers by 🇫🇷 instructors ⚔️ Enhancing skills in key fields such as team leading, urban and tranchee fight 🎯 Commitment and trust for long-lasting peace and collective security in Europe 🛡️",27,6,1621,Positive,0.5820273086428642,0.015827544033527374,0.38631755113601685,0.5978548526763916
2010416382291427467,2026-01-11 23:49:51,2026-01-11,23,Sunday,FrenchForces,Twitter for iPhone,,📍 Lebanon | Dog rescue and dog combat training 🐾 🐕‍🦺 Drills between 🇫🇷 and 🇱🇧 military working dog teams 🤝 Joint effort of the Lebanese armed forces and the French Forces for the stability and sovereignty of Lebanon 🇱🇧 https://t.co/rMKEL8OTxW,30,4,2045,Neutral,0.056878325529396534,0.014485384337604046,0.9141508936882019,0.07136370986700058
2010350373324669237,2026-01-11 19:27:34,2026-01-11,19,Sunday,FrenchForces,Twitter for iPhone,,"📍 Djibouti | Desert warfare training 🇩🇯🇫🇷 🏜️ Intensive survival training in the desert, physical endurance, walks and obstacle course 🤜🤛 🇫🇷 instructors working with 🇩🇯soldiers and security forces 🤝 Training together. Enhancing our cooperation. Improving our operational abilities.",31,7,1683,Neutral,0.16350916307419538,0.014065143652260303,0.8083606362342834,0.1775743067264557
2009569825811505576,2026-01-09 15:45:57,2026-01-09,15,Friday,FrenchForces,Twitter for iPhone,,📍French Polynesia |Maintaining skills during the cyclone season 🌀 🏝️ Updating beach landing sites to ensure efficient response in the event of a crisis in the Society Islands 🚨 Deploying a unit of the maritime gendarmerie ✅ Enhancing sovereignty and operational reach of the French forces for the resilience and security of our overseas territories,14,5,934,Neutral,0.08707118034362793,0.031001009047031403,0.8509268760681152,0.11807218939065933
2008984576165593212,2026-01-08 01:00:22,2026-01-08,1,Thursday,FrenchForces,Twitter for iPhone,,"📍 Estonia | Fireball mode to start 2026 🔥 🇫🇷 soldiers of the @natobgest kick off the year with intensive training focused on explosive live-fire techniques. ➡️ Training in the use of special explosive charges 💥 Employment of breaching, cutting and linear explosive charges 💣 🎯 Sharpening combat skills for the security of @NATO with our allies",22,6,1610,Neutral,0.053956134244799614,0.024802090600132942,0.8964397311210632,0.07875822484493256
2008953546880807216,2026-01-07 22:57:04,2026-01-07,22,Wednesday,FrenchForces,Twitter for iPhone,,"📍Romania | Always ready 💪 ➡️ Urban combat training between 🇫🇷 and 🇧🇪soldiers from @NATOBGRomania 💥 Armored support, joint assault, dynamic entry and close-quarters combat training 🎯 Steadfast commitment to maintain @NATO's defensive and deterrent posture on Europe's eastern flank 🛡️",30,6,1092,Neutral,0.3247030721977353,0.01148762833327055,0.6523216366767883,0.33619070053100586
2008270588943491416,2026-01-06 01:43:14,2026-01-06,1,Tuesday,FrenchForces,Twitter for iPhone,,📍Gabon | Around thirty 🇬🇦 fusiliers-marins trained with 🇫🇷 forces on boarding operations of suspect vessels. ⚓ Boarding operations 🔎 Search & investigation procedures 💪 Close combat & combat lifesaving Enhancing operational readiness and interoperability 🤝 https://t.co/SrMsaCsIYk,24,7,1401,Neutral,-0.10266116261482239,0.12210403382778168,0.858453094959259,0.01944287121295929
2007870444372672801,2026-01-04 23:13:13,2026-01-04,23,Sunday,FrenchForces,Twitter for iPhone,#Ops2025,"🇫🇷 #Ops2025 | Top year for the French Navy with great results in the struggle against drug trafficking 💪 🌍 From the Carribean to Indian ocean, from West Africa to European approaches: ⚖️ More than 87 tons of drugs seized and destroyed. 🎯 Relentless commitment against illicit traffickings and their effects, aiming to reinforce maritime security.",35,13,1959,Positive,0.8151154555380344,0.020708199590444565,0.14346809685230255,0.835823655128479
2007756658051789277,2026-01-04 15:41:04,2026-01-04,15,Sunday,FrenchForces,Twitter for iPhone,,"📍Syria | Within the Coalition @CJTFOIR, 🇫🇷 and 🇬🇧 forces launched strikes against ISIS. ➡️ A clear objective : prevent the resurgence of ISIS and safeguard regional security. ➡️ The fight against terrorism remains a priority of the 🇫🇷 armies & the coalition partners. https://t.co/7IoaQ8WqDs",239,52,9125,Neutral,0.02604285255074501,0.04283621534705162,0.8882848024368286,0.06887906789779663
2007526633922605107,2026-01-04 00:27:02,2026-01-04,0,Sunday,FrenchForces,Twitter for iPhone,#Ops2025,"#Ops2025 | New domains. Same commitment. 💻 In cyberspace, French cyber forces train and operate to counter digital threats and protect military systems. 🌌 From Earth to space, Space Command works to preserve France’s and Europe’s space sovereignty in an increasingly contested domain.",20,4,1126,Neutral,0.15192958153784275,0.015864422544836998,0.8163415789604187,0.16779400408267975
2007140736798806515,2026-01-02 22:53:37,2026-01-02,22,Friday,FrenchForces,Twitter for iPhone,#Ops2025,"#Ops2025 | Pégase 25: @Armee_de_lair projected fast, far & autonomously. Intensive drills with @NATO and allies strengthened Europe’s Eastern Flank. 🇫🇷 https://t.co/MwGLv8qESk",71,15,4353,Neutral,0.4822863000445068,0.006828103680163622,0.5040575265884399,0.4891144037246704
2062756061245997313,2026-06-05 10:09:03,2026-06-05,10,Friday,IndiaCoastGuard,Twitter for iPhone,#Gandhinagar,"@IndiaCoastGuard conducted a tree plantation drive under the theme “Ek Ped Maa Ke Naam” at #Gandhinagar, as part of World Environment Day campaign. Promoting greener and healthier earth, the campaign honoured mothers while reinforcing responsibility towards Mother Earth. Around 250 saplings were planted by #ICG personnel, DSC and Civilians. the drive also sensitised participants to maintain local greenery and support environment cleanliness. #EkPedMaaKeNaam #WeProtect #IndianCoastGuard",14,4,303,Positive,0.6471461676992476,0.0067481971345841885,0.3393574059009552,0.6538943648338318
2062742147611431354,2026-06-05 09:13:46,2026-06-05,9,Friday,IndiaCoastGuard,Twitter for iPhone,#WorldEnvironmentDay,"@IndiaCoastGuard vigilantly protects the country's vast maritime frontiers. On #WorldEnvironmentDay, we reaffirm our commitment to keeping India's waters clean and free of pollution. Inspired by Nature, For Climate, For Our Future, we stand dedicated to preserving the country's unique and rich marine heritage. #VayamRakshamah #IndianCoastGuard #NowForClimate #EnvironmentDay #EnvironmentProtection #InspiredByNature",16,3,362,Positive,0.8330776561051607,0.004878057166934013,0.15716619789600372,0.8379557132720947
2062055634359783719,2026-06-03 11:45:49,2026-06-03,11,Wednesday,IndiaCoastGuard,Twitter for iPhone,"#COMCG,#WestBengal","Inspector General Iqbal Singh Chauhan, PTM, TM, #COMCG(North East), called on Shri Manoj Kumar Agarwal, IAS, Chief Secretary, Govt of #WestBengal, on 02 Jun 2026. He apprised the Chief Secretary of @IndiaCoastGuard's preparedness and ongoing efforts to strengthen Maritime & Coastal Security, modernize infrastructure, and implement future capability enhancement projects. Discussions focused on enhancing synergy among stakeholders to strengthen the coastal surveillance framework and bolster the state’s maritime security architecture. #VayamRakshamah #CoastalSecurity #MaritimeSafety",91,9,2106,Neutral,0.16478009801357985,0.010835898108780384,0.8135481476783752,0.17561599612236023
2061713358370509073,2026-06-02 13:05:44,2026-06-02,13,Tuesday,IndiaCoastGuard,Twitter for iPhone,"#Goa,#ICG","@IndiaCoastGuard extends heartiest congratulations to Assistant Commandant Sonali Mankoti for her stellar performance at the 3rd National Women’s Masters Athletics Championship 2026 held at Bambolim Athletic stadium, #Goa from 30 - 31 May 2026. The #ICG officer won Gold in the 1500m, Bronze in the 5000m, and finished 4th in the 800m. Her outstanding dedication truly embodies the spirit of athletic excellence. #ICG commends the splendid performance and steadfast dedication of our champion. #WomenInSports #FitIndia #NationalWomensMasters #TeamIndia",60,2,1840,Positive,0.9608461949974298,0.002167036756873131,0.034819718450307846,0.963013231754303
2061048245036761402,2026-05-31 17:02:48,2026-05-31,17,Sunday,IndiaCoastGuard,Twitter for iPhone,"#DGICG,#IndianNavy","Director General Paramesh Sivamani, AVSM, PTM, TM, #DGICG and all ranks of @IndiaCoastGuard extend heartfelt congratulations to Admiral Krishna Swaminathan, PVSM, AVSM, VSM on assuming charge as the Chief of the Naval Staff. We wish him great success in leading the #IndianNavy to greater heights in service of the nation. #ChiefOfNavalStaff #VayamRakshamah @indiannavy",332,27,7310,Positive,0.8349386602640152,0.004683837294578552,0.15569360554218292,0.8396224975585938
2060951629063716947,2026-05-31 10:38:53,2026-05-31,10,Sunday,IndiaCoastGuard,Twitter for iPhone,#DGICG,"Director General Paramesh Sivamani, AVSM, PTM, TM, #DGICG and all ranks of @IndiaCoastGuard extend heartfelt congratulations to General NS Raja Subramani, PVSM, AVSM, SM, VSM on assuming charge as Chief of Defence Staff. We wish him great success in further strengthening jointness, operational excellence, and the nation's defence preparedness as he leads the Armed Forces to greater heights. #ChiefOfDefenceStaff #CDS #VayamRakshamah @HQ_IDS_India",250,25,3999,Positive,0.7920961817726493,0.006028787232935429,0.19584618508815765,0.7981249690055847
2060683102259929298,2026-05-30 16:51:51,2026-05-30,16,Saturday,IndiaCoastGuard,Twitter for iPhone,"#Diglipur,#CGRHQ,#IndianNavy,#IndianAirForce","@IndiaCoastGuard District HQ-9, #Diglipur #CGRHQ(A&N) conducted a Maritime Search and Rescue Exercise and Workshop from 28-29 May 2026. The joint training witnessed collaborative participation from the #IndianNavy, #IndianAirForce, Civil Administration, Police Marine Force (A&N), Port Management Board and the Departments of Fisheries and Forest. This collaborative initiative is aimed to enhance coordination and operational preparedness for effective response during maritime contingencies, significantly strengthening regional #SAR capabilities. #IndianCoastGuard #MaritimeSafety #SearchAndRescue #MSAR",71,6,1608,Neutral,0.14184820465743542,0.009425999596714973,0.839299738407135,0.1512742042541504
2060572736842555623,2026-05-30 09:33:18,2026-05-30,9,Saturday,IndiaCoastGuard,Twitter for iPhone,"#SagarKavach,#WestBengal,#SagarKavach,#ICG,#IndianNavy","@IndiaCoastGuard Region (North East) conducted Coastal Security Exercise #SagarKavach 01/26 along the #WestBengal coast from 28-29 May 2026, to validate SOPs and strengthen maritime security. #SagarKavach 01/26 saw deployment of #ICG ships & aircraft alongwith #IndianNavy, #MarinePolice, #CISF, #BSF, Customs, Fisheries, and Forest Departments. The exercise enhanced inter-agency coordination, boosted regional preparedness, and demonstrated flawless operational readiness. #CoastalSecurity #MaritimeSecurity @indiannavy @CISFHQrs @BSF_India",51,5,1619,Neutral,0.15067052841186523,0.008833810687065125,0.8316618800163269,0.15950433909893036
2060195285356466511,2026-05-29 08:33:27,2026-05-29,8,Friday,IndiaCoastGuard,Twitter for iPhone,"#Bharat,#MaritimeSecurity,#BharatiyaTatrakshak,#FPV,#India","In a significant boost to #Bharat’s #MaritimeSecurity and indigenous defence capability, #BharatiyaTatrakshak Inducted its fifth Fast Patrol Vessel #FPV ‘Akshay’, on 28 May 2026, at @goashipyardltd. Designed and built entirely in #India, the vessel will strengthen coastal surveillance and offshore security along the western seaboard. Equipped with advanced systems for rapid response, law enforcement, search and rescue, and EEZ protection, ‘Akshay’ reflects the vision of Aatmanirbhar Bharat and Make in India. The induction highlights #BharatiyaTatrakshak’s continued efforts to modernise and expand its fleet for enhanced maritime preparedness and national security. #MakeInIndia #AtmanirbharBharat #WeProtect @IndiaCoastGuard",128,16,4209,Positive,0.749467266490683,0.003651844570413232,0.24322901666164398,0.7531191110610962
2059965226473467910,2026-05-28 17:19:16,2026-05-28,17,Thursday,IndiaCoastGuard,Twitter for iPhone,#DGICG,"@IndiaCoastGuard bid a warm farewell to Admiral Dinesh K Tripathi, PVSM, AVSM, NM, Chief of the Naval Staff, and Mrs Shashi Tripathi, President NWWA, today. On behalf of all ranks, Director General Paramesh Sivamani, AVSM, PTM, TM, #DGICG, expressed profound gratitude and paid tribute to the Admiral’s distinguished and illustrious career. His exemplary leadership, steadfast commitment, and invaluable contributions to safeguarding the nation’s maritime interests were acknowledged with the highest esteem. #ICG extends sincere felicitations and wishes Admiral & Mrs Shashi Tripathi a post-service life blessed with tranquility, good health, and happiness. #MaritimeFraternity #VayamRakshamah #WeProtect #Navy @indiannavy @NWWA_INDIANNAVY",259,29,8214,Positive,0.7469860692508519,0.006985984276980162,0.23904195427894592,0.753972053527832
2059531948914282604,2026-05-27 12:37:35,2026-05-27,12,Wednesday,IndiaCoastGuard,Twitter for iPhone,"#ATSGujarat,#Mundra,#ICG","In a major breakthrough against maritime narcotics smuggling, @IndiaCoastGuard in coordination with #ATSGujarat, seized approx. 115 kg of cocaine worth ₹1,150 crore during a joint operation off #Mundra coast on the night of 25-26 May 2026. Acting on specific intelligence, #ICG interceptor boat recovered five bags of contraband jettisoned from MV Europe under low-visibility conditions. The vessel remains under investigation by #ICG, #ATS and allied agencies. This 15th joint anti-narcotics success in five years reaffirms our resolve for maritime security and a #NashaMuktBharat. #AntiNarcotics #SynergyOfEfforts #JointOps #VayamRakshamah",163,37,3660,Neutral,0.17482870817184448,0.03136125206947327,0.7624488472938538,0.20618996024131775
2059164649162228140,2026-05-26 12:18:04,2026-05-26,12,Tuesday,IndiaCoastGuard,Twitter for iPhone,#Mandapam,"Striking a major blow to the smuggling networks, @IndiaCoastGuard station #Mandapam successfully intercepted and seized 12 bags of Pregabalin tablets on 24 May 2026. The illicit cargo, valued at over ₹3.28 Crore, was recovered during a well-coordinated anti-smuggling operation executed off the #Vedalai coast in #TamilNadu. This strategic operation demonstrates #ICG's robust maritime surveillance capabilities and its steadfast commitment to safeguarding nation's maritime interests. #MaritimeSecurity #VayamRakshamah #AntiSumuggling",59,12,1831,Neutral,0.08456936478614807,0.08317120373249054,0.7490882873535156,0.1677405685186386
2059161841151189428,2026-05-26 12:06:54,2026-05-26,12,Tuesday,IndiaCoastGuard,Twitter for iPhone,"#J80,#Regatta2026,#RoyalMadrasYachtClub","In a display of maritime prowess, the @IndiaCoastGuard Sailing Expedition Team clinched two Bronze Medals at the prestigious #J80 Offshore and Fleet Races #Regatta2026. Organized by the #RoyalMadrasYachtClub from 20-24 May, 2026, the event witnessed fierce competition among teams from the #ArmedForces and elite sailing institutions. This victory reflects #ICG's sailing expedition team's relentless training, core values of peak endurance, flawless teamwork, and proficient seamanship. #SwarnimJayanti #ICGSailingExpeditionTeam #IndianCoastGuard #J80Regatta #VayamRakshamah",77,13,1943,Positive,0.8984229201450944,0.0024406081065535545,0.09669587016105652,0.900863528251648
2059151768009736634,2026-05-26 11:26:53,2026-05-26,11,Tuesday,IndiaCoastGuard,Twitter for iPhone,"#Goa,#ICG,#MES","In a key move to enhance personnel welfare, Dalip Kumar Singhal, Pradhan Sahayak Engg, inaugurated 40 new Type-III married accommodation units at #Goa on 25 May 2026. Thie inaugural ceremony was attended by the #ICG District Commander, Service Personnel, families, and #MES. This infrastructure development initiative improves station housing availability to support the morale of our personnel and reflects #ICG's unyielding commitment towards the welfare of its personnel and their families. #IndianCoastGuard #MaritimeSecurity #ICGPersonnelWelfare #Sabkasaathsabkavikas",93,10,3173,Positive,0.6032647462561727,0.004826250486075878,0.3870827257633209,0.6080909967422485
2058859165289009583,2026-05-25 16:04:11,2026-05-25,16,Monday,IndiaCoastGuard,Twitter for iPhone,"#NationalRecord,#Ranchi","He Came. He Sprinted. He Conquered. @IndiaCoastGuard extends heartiest congratulations to Petty Officer Gurindervir Singh, @indiannavy, on setting a New #NationalRecord at the 29th National Federation Cup Athletics Championships at #Ranchi. With a monumental 10.09-second timing in the 100m sprint, he has etched a golden moment on the track, propelling our nation into an elite new era of sprinting. His relentless dedication is truly an inspiration to the entire nation, and this glorious victory proves that no barrier can stand against pure Indian grit! #GurindervirSingh #ICG #29thNationalFederationCup #100mSprint",79,12,1851,Positive,0.9415088801179081,0.002344140550121665,0.05380278453230858,0.9438530206680298
2058080174868959594,2026-05-23 12:28:45,2026-05-23,12,Saturday,IndiaCoastGuard,Twitter for iPhone,"#CGDHQ,#CGRHQ,#MSAR,#CampbellBay","In a strategic move to reinforce maritime security and operational excellence at sea, #CGDHQ-10, #CGRHQ(A&N) successfully conducted a comprehensive Maritime Search and Rescue #MSAR workshop and sea exercise at #CampbellBay from 21-22 May 2026. This initiative focused on honing response capabilities, enhancing operational readiness, and improving inter-agency coordination. The #PoliceMarineForce(A&N), Department of Forests, #IndianNavy, and #IndianArmy units stationed at Campbell Bay, actively participated in this robust exercise, underscoring a unified national commitment to safeguarding lives at sea. #MaritimeSecurity #SearchAndRescue #IndianArmedForces #IndianCoastGuard",91,11,3354,Positive,0.5672403043136001,0.008540087379515171,0.4156794846057892,0.5757803916931152
2057801033200406672,2026-05-22 17:59:33,2026-05-22,17,Friday,IndiaCoastGuard,Twitter for iPhone,"#TributeToTatrakshaks,#CGHQ,#NewDelhi,#superannuation","#TributeToTatrakshaks @IndiaCoastGuard Headquarters #CGHQ, #NewDelhi, bids a fond farewell to our distinguished officers on their #superannuation on 31 May 2026, marking the culmination of illustrious careers dedicated to safeguarding nation’s maritime frontiers. Director General Paramesh Sivamani, AVSM, PTM, TM, #DGICG felicitated the veterans, commending their resolute dedication and extending heartfelt wishes for their future endeavors. To ensure a seamless transition into retirement, #CGHQ hosted a curated session on financial planning and health management, reinforcing our lifelong commitment to guardians of the sea. #IndianCoastGuard",151,19,3681,Positive,0.7524032909423113,0.006798414513468742,0.2339998334646225,0.75920170545578
2057780934443942317,2026-05-22 16:39:41,2026-05-22,16,Friday,IndiaCoastGuard,Twitter for iPhone,"#India,#ICG","Anchored in resolve, driven by duty! The @IndiaCoastGuard safeguards #India’s maritime gateway around the clock. With sharp vigilance and swift response, #ICG teams brave rough seas and harsh weather to conduct surveillance, deter threats, and secure our coastal borders. India’s sentinels of the sea. #VayamRakshamah #WeProtect",68,10,1586,Positive,0.7264217603951693,0.011484278365969658,0.25060969591140747,0.7379060387611389
2057679164094992576,2026-05-22 09:55:17,2026-05-22,9,Friday,IndiaCoastGuard,Twitter for iPhone,"#InternationalDayofBiologicalDiversity,#ICG,#India,#ViksitBharat","On #InternationalDayofBiologicalDiversity, the @IndiaCoastGuard (#ICG) reaffirms its commitment to protecting #India’s rich marine ecosystems—safeguarding endangered species, combating pollution, and promoting sustainable fishing. In alignment with the vision of #ViksitBharat, we foster a resilient #BlueEconomy where ocean resources are used responsibly, skills are enhanced, and the environment is preserved for generations to come. #SustainableSeas #SDGs #MarineConservation",69,14,5273,Positive,0.8085840633139014,0.007411451078951359,0.17659302055835724,0.8159955143928528
2057418712937095438,2026-05-21 16:40:20,2026-05-21,16,Thursday,IndiaCoastGuard,Twitter for iPhone,"#DGICG,#OSCC,#Ahmedabad,#India","Director General Paramesh Sivamani, AVSM, PTM, TM, #DGICG, chaired the 138th Offshore Security Coordination Committee (#OSCC) meeting at #Ahmedabad. The session reviewed & strengthened #India's offshore security framework for critical energy infrastructures. Senior representatives from @IndiaCoastGuard, @indiannavy, @IAF_MCC, @ONGC_, @HMOIndia, @MEAIndia, @DghIndia, @IntelliBureau, @dgshipping_IN, and @dgpgujarat engaged in high-level deliberations to enhance interagency synergy, strengthen offshore security readiness, and sharpen rapid-response capabilities. The collective resolve focused on safeguarding India’s energy infrastructure, blue economy assets, and offshore installations against evolving maritime threats. #MaritimeSecurity #OffshoreSecurity",132,17,7340,Neutral,0.11531067360192537,0.014108250848948956,0.856472909450531,0.12941892445087433
2057320889230958938,2026-05-21 10:11:37,2026-05-21,10,Thursday,IndiaCoastGuard,Twitter for iPhone,"#antiterrorism,#antipiracy","The @IndiaCoastGuard remains committed to executing security frameworks designed to counter sea-borne threats. This robust framework encompasses comprehensive coastal and offshore operations including #antiterrorism, #antipiracy, and port security with other stakeholder's coordination. #AntiTerrorismDay #ICG #MaritimeSecurity",66,9,4652,Neutral,0.3507249001413584,0.029396003112196922,0.5904830694198608,0.3801209032535553
2056983925831147677,2026-05-20 11:52:39,2026-05-20,11,Wednesday,IndiaCoastGuard,Twitter for iPhone,"#ACV,#Mumbai,#NSG,#ICG","@IndiaCoastGuard’s 73 Air Cushion Vehicle #ACV Squadron, #Mumbai successfully executed a Joint Counter-Terrorism and Mobilisation Exercise alongside the 26 Special Composite Group of the National Security Guard #NSG onboard #ICG ACV H-192. A total of 19 NSG commandos participated in the joint exercise focusing on honing joint operational readiness, seamless tactical interoperability, and rapid-response capabilities to counter maritime threats engaged in this strategic drill. The exercise reaffirmed the commitment of #ICG and NSG towards strengthening coastal and maritime security through coordinated action and integrated response mechanisms. #IndianCoastGuard #MaritimeSecurity #JointExercise",94,12,1922,Neutral,0.2096909089013934,0.009278838522732258,0.7717514634132385,0.21896974742412567
2056977602871759299,2026-05-20 11:27:31,2026-05-20,11,Wednesday,IndiaCoastGuard,Twitter for iPhone,#DGICG,"Director General Paramesh Sivamani, AVSM, PTM, TM, #DGICG called on Shri Vishvajit Sahay, IDAS, Secretary (Defence Finance) on 19 May 26. The interaction covered the @IndiaCoastGuard charter, expanding operational responsibilities in maritime safety, coastal security & safeguarding national interests. Discussion also encompassed capability enhancement & strengthening maritime governance in line with national security objectives. #MaritimeSecurity #CoastalSecurity #WeProtect",70,7,1978,Neutral,0.11371344141662121,0.011553408578038216,0.8631797432899475,0.12526684999465942
2056691031509483682,2026-05-19 16:28:48,2026-05-19,16,Tuesday,IndiaCoastGuard,Twitter for iPhone,"#CGWWA,#HAL,#CSR","In a significant initiative, the Coast Guard Welfare and Wellness Association #CGWWA and M/s Hindustan Aeronautics Limited #HAL, have signed an MoU under @HALHQBLR's Corporate Social Responsibility #CSR framework. This strategic collaboration introduces vital mobility assets into the @CGWWA_ICG , accelerating outreach activites and welfare services for personnel and their families. @IndiaCoastGuard",72,14,4226,Positive,0.616924268193543,0.0044875917956233025,0.37410053610801697,0.6214118599891663
2056009015327633631,2026-05-17 19:18:42,2026-05-17,19,Sunday,IndiaCoastGuard,Twitter for iPhone,"#Kavaratti,#Evacuation,#Agatti,#ICG,#Aircraft,#Kochi","@IndiaCoastGuard District Headquarters #Kavaratti successfully executed a critical night medical #Evacuation (MEDEVAC) of a 17-year-old patient from #Agatti Island on May 16. An #ICG Dornier #Aircraft from #Kochi, fully equipped with a Mobile Intensive Care Unit (MICU), was deployed for uninterrupted life support during transit. Despite operating under highly adverse #weather conditions, the flight crew demonstrated exceptional professionalism and precision. Launched in close coordination with the #UTL Administration, this successful operation highlights #ICG's unwavering diligence and round-the-clock readiness to provide emergency medical relief to remote #Island communities. #Kavaratti #WeProtect #MaritimeSafety #Agatti",98,10,2578,Positive,0.5788854071870446,0.009105830453336239,0.4029029309749603,0.5879912376403809
2055537066021167367,2026-05-16 12:03:21,2026-05-16,12,Saturday,IndiaCoastGuard,Twitter for iPhone,"#AndamanAndNicobar,#ICG","The Coastal Security Exercise ‘Sagar Kavach’ (A&N) 01/26 was successfully conducted by @IndiaCoastGuard Region (A&N) along the coast of the #AndamanAndNicobar Islands from 14–15 May 2026. Maritime and air assets from key coastal security stakeholders, including the #ICG, #IndianNavy, #PMF and #ForestDepartment, actively participated in the exercise.The exercise aimed to validate SOPs, enhance inter-agency coordination and strengthen the region’s overall coastal security preparedness. Through realistic operational scenarios and synchronized responses, participating agencies demonstrated robust operational readiness and effective communication mechanisms. #CoastalSecurity #MaritimeSecurity #SAGARKAVACH #JointOperations",72,15,2040,Positive,0.5328808021731675,0.005225579719990492,0.45666807889938354,0.538106381893158
2055305169412465133,2026-05-15 20:41:52,2026-05-15,20,Friday,IndiaCoastGuard,Twitter for iPhone,"#Himalayan,#Sikkim,#Everest2027","From Sea to Summit! A 19‑member @IndiaCoastGuard team braved treacherous ice slopes & volatile #Himalayan weather to summit Mt. Tenchenkhang (6,010m), one of West #Sikkim’s toughest technical peaks. This feat fuels our march to #Everest2027, embodying courage, teamwork and #ICG’s enduring spirit of “Vayam Rakshamah”. #VayamRakshamah #EverestBound #MtTenchenkhang",127,22,3141,Positive,0.7107081208378077,0.00909777544438839,0.2710963189601898,0.719805896282196
2055193935577067942,2026-05-15 13:19:52,2026-05-15,13,Friday,IndiaCoastGuard,Twitter for iPhone,"#Mandapam,#MusalTivu,#TamilNadu","Acting swiftly on credible intelligence inputs, @IndiaCoastGuard Station #Mandapam, in close coordination with the Customs Preventive Unit, successfully intercepted a smuggling attempt during a night operation near #MusalTivu Island, #TamilNadu. A total of 350 kg of contraband (Tendu Leaves), valued at approximately ₹19.25 lakh, was seized during the operation. The mission underscores #ICG’s unwavering commitment to maritime security, operational readiness, and zero tolerance towards smuggling and illegal activities at sea. The seized contraband has been handed over to the #CustomsDepartment for further legal proceedings. #AntiSmuggling #NightOps #MaritimeSecurity #VayamRakshamah #SafeBorders",103,24,3266,Neutral,0.15633001923561096,0.032895758748054504,0.77787846326828,0.18922577798366547
2053789543560871953,2026-05-11 16:19:19,2026-05-11,16,Monday,IndiaCoastGuard,Twitter for iPhone,"#NewDelhi,#ICG,#MaritimeSecurity","IAS Officer Trainees (2024 Batch) visited @IndiaCoastGuard HQ, #NewDelhi for a familiarisation with #ICG’s multifaceted roles & operational capabilities. The visit included briefings on #MaritimeSecurity, coastal surveillance & ICG’s critical role in safeguarding India’s maritime interests. Trainees also engaged with senior officers at #CGHQ, gaining valuable insights on leadership, coordination & national security at sea. #Leadership #Training #NationFirst",103,11,3029,Neutral,0.36283850111067295,0.005999302491545677,0.6251628994941711,0.36883780360221863
2053743652766417339,2026-05-11 13:16:58,2026-05-11,13,Monday,IndiaCoastGuard,Twitter for iPhone,"#ACV,#Goa,#ICG,#ACVs,#MoD","Girder Laying Ceremony for the 4th, 5th & 6th indigenously built Air Cushion Vehicles (#ACV) of @IndiaCoastGuard was held today at Chowgule’s Rassaim Yard, #Goa, in the presence of Chief Staff Officer (Tech), #ICG Regional HQ (West).The contract for six #ACVs, signed with #MoD on 24 Oct 2024, marks a major milestone under #AatmanirbharBharat, strengthening #India’s path to self-reliance in advanced maritime platforms. Built with over 50% indigenous content, these state-of-the-art hovercraft will boost #MaritimeSecurity, enhance rapid response & operational agility across India’s vast coastline. @ChowguleG",133,29,3048,Neutral,0.4602477955631912,0.004667718429118395,0.5304167866706848,0.46491551399230957
2053714318236242187,2026-05-11 11:20:24,2026-05-11,11,Monday,IndiaCoastGuard,Twitter for iPhone,"#OPRC,#HNS,#ICG,#PRT,#SriVijayaPuram,#ICG","@IndiaCoastGuard Region HQs (A&N) conducted the #OPRC Level-1 and #HNS Introductory Course at #ICG #PRT (A&N), #SriVijayaPuram from 04 to 09 May 2026, for #ICG personnel and various stakeholders. The course aimed to develop a pool of trained first responders capable of effectively handling oil spill and #HNS (Hazardous and Noxious Substances) spill incidents. Participants underwent extensive practical demonstrations on #PollutionResponse equipment and response procedures for HNS spill scenarios, thereby enhancing preparedness and inter-agency coordination. This initiative reaffirms the #ICG’s steadfast commitment to safeguarding the fragile marine environment and ecology of the #AndamanAndNicobar Islands. #MaritimeSafety #EnvironmentProtection #MarineEnvironment #WeProtect",44,6,1110,Neutral,0.15391949750483036,0.00910172425210476,0.8278770446777344,0.16302122175693512
